Date,User,Tweet,Discord,Url
2022-03-01 10:11:23,JustGemini76,RT @Cheamane: The Game is going viral for down playing Dr. Dre's role in his career compared to his recent interactions with Kanye.\n\nThere'…,,https://twitter.com/JustGemini76/status/1498601786554290177
2022-03-01 10:11:12,jones27_susan,RT @saddaysarehere: Thank god we have Boris to lead us and are not ruled by journalists . ? Being asked Like why aren’t we enforcing a No f…,,https://twitter.com/jones27_susan/status/1498601740538548230
2022-03-01 10:10:46,RadioPortuguese,#Radio_Portuguesa_Australia Currently playing - Black Eyed Peas &amp; Shakira - GIRL LIKE ME,,https://twitter.com/RadioPortuguese/status/1498601632082415616
2022-03-01 10:08:20,Mydandelionlou,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/Mydandelionlou/status/1498601019609169921
2022-03-01 10:08:07,sonicstate,Dr Dre's Studio Tour: Engineer Richard 'Segal' Huredia's expert breakdown https://t.co/0iat1MwyIT https://t.co/9BJIjciIos,,https://twitter.com/sonicstate/status/1498600966542692355
2022-03-01 10:06:09,ArveloaMert,"@SNWCHlLD Well he is now totally irrational and don't play according to the playbook, if they will use nuclear deterrence why started an open conflict? So we will see slightly different pictures and moves from the Cold War.",,https://twitter.com/ArveloaMert/status/1498600469446500354
2022-03-01 10:06:00,lightinee_,"We have 100% that ATINYS didn't do bodyshaming and attacked other artists I hope that other Fandoms who were saying that ""atinys are attacking their favs"" have 100% proof, I don't understand why always ATINYS have to show 100% proofs? https://t.co/iiGgtf7Z7L",,https://twitter.com/lightinee_/status/1498600433962864641
2022-03-01 10:05:44,sickfvck_,"Tried to be nice and put on a comfort show for my gf the other night, now I have Big Time Rush stuck in my head.",,https://twitter.com/sickfvck_/status/1498600366237425666
2022-03-01 10:05:33,girlfriendrry_,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/girlfriendrry_/status/1498600321563738113
2022-03-01 10:04:44,AnneCHenderson1,RT @GGriffithsbrown: @karamballes The issue is @RishiSunak  has added no covid money into next years budget to pay for testing. \nI assume S…,,https://twitter.com/AnneCHenderson1/status/1498600113211682820
2022-03-01 10:04:26,sunflwrloueh_,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/sunflwrloueh_/status/1498600039282876417
2022-03-01 10:02:26,KhumoMagetse,RT @Cheamane: The Game is going viral for down playing Dr. Dre's role in his career compared to his recent interactions with Kanye.\n\nThere'…,,https://twitter.com/KhumoMagetse/status/1498599536901726215
2022-03-01 10:01:32,Iouisloverboy,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/Iouisloverboy/status/1498599310019203073
2022-03-01 09:58:35,Cig4retteslOuis,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/Cig4retteslOuis/status/1498598566310391809
2022-03-01 09:56:42,singhvirat1,"@lav_narayanan Ma'am, I do have one question, why we need to keep pushing for women cricket... don't you think women team are capable enough to grow their fanbase by playing good cricket, making new records.",,https://twitter.com/singhvirat1/status/1498598092907884545
2022-03-01 09:55:59,soxsise,I don’t get why everyone is complaining we don’t have to play this shit game anymore,,https://twitter.com/soxsise/status/1498597912397365248
2022-03-01 09:55:22,rengels11,"If you folks don't think the Rus will burn the world like a spoiled brat with a BIC lighter,then I have a bridge over the Dnieper to sell you..\n\n“Why Do We Need a World if Russia Is Not In It?”: State TV Presenter Opens Show With Ominous Address https://t.co/dF2evBzRuO",,https://twitter.com/rengels11/status/1498597756625211392
2022-03-01 09:54:18,ittybittynicki2,@rehabOutsold No stop trying to turn this into an achievement. Take the L and keep it moving. Wheres her world tour after just 1 album cuz Nicki went straight on tour after one album. Now we are starting to see why that r@t ain’t go on tour. Bots don’t buy tickets and payola don’t fill seats,,https://twitter.com/ittybittynicki2/status/1498597490274226176
2022-03-01 09:53:52,Alynaa_Naeem,Free palestine Free palestine Free palestine\nWhy muslim ummah is quietly watching show instead of taking some action??? \nChch!!!! \nDon't forget we all will have to answer Allah Tallah at the day of resurrection!! \n#FreePalestine,,https://twitter.com/Alynaa_Naeem/status/1498597378131173378
2022-03-01 09:52:08,stradiost11,Now playing Numb - U2 on https://t.co/2gU1YgAsNt https://t.co/1BHUjnhOsg,,https://twitter.com/stradiost11/status/1498596942720421892
2022-03-01 09:51:54,WHJE_Music,"91.3FM The Edge is playing ""All Because Of You"" by U2.",,https://twitter.com/WHJE_Music/status/1498596884142825474
2022-03-01 09:51:32,marcus_bernard,I don't understand why the options are to let your child make a mess or physically and emotionally abuse them?\n\nYou lot know it's okay to quietly show your kids how to do things?\n\nOr is that bad content?\n\nWe must think about social media engagement when raising up our young ones. https://t.co/jI8YEtqmZr,,https://twitter.com/marcus_bernard/status/1498596793931730948
2022-03-01 09:51:08,Ttutmoze27,RT @Cheamane: The Game is going viral for down playing Dr. Dre's role in his career compared to his recent interactions with Kanye.\n\nThere'…,,https://twitter.com/Ttutmoze27/status/1498596692333060099
2022-03-01 09:50:06,provocatouring,"@FirstSquawk The US should move 10 nukes per day into those countries until Putin caves... Why don't we ever play chicken back with that punk who can't even takeover the equivalent of New York... I mean, come on... the British took it with muskets and dress wigs...",,https://twitter.com/provocatouring/status/1498596431573233667
2022-03-01 09:48:58,RRajeshbhatta,"We should protest against institutions, people who teach, show propaganda against Hindu. \n\nWe must also question why Hindus are so easily brainwashed. \n\nIt's simply because we don't teach the deep meaning of our Dharm, Rituals, to our children. \n\nStart Today for a Better Tomorrow",,https://twitter.com/RRajeshbhatta/status/1498596145110859782
2022-03-01 09:48:26,shvnsinatra,RT @Cheamane: The Game is going viral for down playing Dr. Dre's role in his career compared to his recent interactions with Kanye.\n\nThere'…,,https://twitter.com/shvnsinatra/status/1498596010041376769
2022-03-01 09:47:28,finelhes,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/finelhes/status/1498595768504131585
2022-03-01 09:45:37,stillmyhaz,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/stillmyhaz/status/1498595301669707778
2022-03-01 09:45:27,idem____,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/idem____/status/1498595262230581248
2022-03-01 09:45:22,_m00nl1ghtbae,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/_m00nl1ghtbae/status/1498595241879908352
2022-03-01 09:45:11,livedim2010,RT @Cheamane: The Game is going viral for down playing Dr. Dre's role in his career compared to his recent interactions with Kanye.\n\nThere'…,,https://twitter.com/livedim2010/status/1498595192621858821
2022-03-01 09:44:30,ThenumberzFm,Now Playing! All In A Day's Work (Clean) - Dr. Dre ft Anderson Paak &amp; Marsha Ambrosius,,https://twitter.com/ThenumberzFm/status/1498595021875863556
2022-03-01 09:44:26,PumpkinSome,"RT @SentyPurr: ""Oh, you look SO cozy like that...\nSince I've got you here, why don't we have a little heart-to-heart?""\n\nA commission for @L…",,https://twitter.com/PumpkinSome/status/1498595004725354498
2022-03-01 09:44:17,t91rry,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/t91rry/status/1498594968629387264
2022-03-01 09:43:24,i89hvrry,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/i89hvrry/status/1498594744263446533
2022-03-01 09:42:57,i91louis,"RT @rtlwtnouis: Flipping him off, throwing things at him, bringing Larry signs to his shows, singing other songs before/after his shows, is…",,https://twitter.com/i91louis/status/1498594630056792064
2022-03-01 09:42:39,LloydArcher3,"@JonathanOllie @agbnufc_ @WBA Don’t get me wrong, I love seeing him lose and all this. But why do we waste our time? Let West Brom fans find out themselves what a shithouse he is. Newcastle is back on form and the fan base is buzzing but then when West Brom play it seems like that’s all our fans talk about.",,https://twitter.com/LloydArcher3/status/1498594555653984259
2022-03-01 09:42:22,fatchaz61,RT @saddaysarehere: Thank god we have Boris to lead us and are not ruled by journalists . ? Being asked Like why aren’t we enforcing a No f…,,https://twitter.com/fatchaz61/status/1498594484082425857
